名称,所在地_連結表記,所在地_都道府県,所在地_市区町村,緯度,経度,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL
川北町西部地区学習等供用施設,石川県能美郡川北町字橘ロ59-1,石川県,能美郡川北町,36.47487587,136.5130484,(076)277-1151,,,,,,7.00002E+12,川北町,月火水木金土日,9:00,16:00,,,室内用であれば可,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,
コミュニティ＆スポーツ公園,石川県能美郡川北町字山田先出101-1,石川県,能美郡川北町,36.46342329,136.541439,(076)277-1151,,,,,,7.00002E+12,川北町,月火水木金土日,,,,野球・ソフトボール場、グラウンドゴルフ場有り,可,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,有,
川北町保健センター,石川県能美郡川北町字壱ツ屋196,石川県,能美郡川北町,36.46763803,136.5436325,(076)277-8388,,,,,,7.00002E+12,川北町,月火水木金,8:30,17:15,,,可,有,無,有,無,有,無,無,無,有,有,無,有,有,有,無,有,
サンフィールド川北,石川県能美郡川北町字壱ツ屋80-1,石川県,能美郡川北町,36.47052092,136.5413988,(076)205-6728,,,,,,7.00002E+12,川北町,月火水木金土日,9:00,21:00,,サッカーコート1面、複合遊具1基、100メートルレーン、ウォーキング・ランニングコース有り,可,無,無,有,無,有,無,有,無,有,有,有,無,無,有,無,有,
小松市役所庁舎,石川県小松市小馬出町91番地,石川県,小松市,36.408363,136.445542,0761-22-4111,,,,,,,,月火水木金,8:30,18:30,,,可,可,有,有,有,有,有,有,有,有,有,有,有,有,有,無,有,https://www.city.komatsu.lg.jp/
南支所,石川県小松市蓑輪町ハ84番地2,石川県,小松市,36.35442153,136.4270854,0761-44-2535,,,,,,,,月火水木金,8:30,18:30,,,可,可,,,,,,,,,,,,,,,,https://www.city.komatsu.lg.jp/soshiki/nanbugyouseisa_bisusenta_/index.html
公会堂,石川県小松市丸の内公園町32番地,石川県,小松市,36.408762,136.447345,0761-22-3141,,,,,,,,,9:00,22:00,,,可,可,,,,,,,,,,,,,,,,https://komatsu-ccf.com/culture/public_hall/
小松市民センター,石川県小松市大島町丙42番地3,石川県,小松市,36.423164,136.446605,0761-24-6101,,,,,,,,火水木金土日,9:00,22:00,,,可,可,,,,,,,,,,,,,,,,https://komatsu-ccf.com/culture/citizen_center/
こまつまちづくり交流センター,石川県小松市小寺町乙80番地1,石川県,小松市,36.40824467,136.4522691,0761-25-1010,,,,,,,,火水木金日,9:00,22:00,,,可,可,,,,,,,,,,,,,,,,http://komatsu-npocenter.or.jp/
市立那谷保育所,石川県小松市那谷町14-2-14,石川県,小松市,36.3124,136.42372,(0761)65-1720,,,,,,,,月火水木金土,7:00,19:00,,,,,,,,,,,,,,,,,,,,http://komatsu-npocenter.or.jp/
市立松東こども園,石川県小松市江指町乙58,石川県,小松市,36.3594373,136.4902879,(0761)41-1230,,,,,,,,月火水木金土,7:00,19:00,,,,,,,,,,,,,,,,,,,,https://www.city.komatsu.lg.jp/soshiki/kosodateknakyou/4/13689.html
市立やたの認定こども園あおぞら,石川県小松市矢田野町ヨ79,石川県,小松市,36.3464954,136.4190789,(0761)44-2597,,,,,,,,月火水木金土,7:00,19:00,,,,,,,,,,,,,,,,,,,,
市立認定こども園だいいち,石川県小松市加賀八幡庚27,石川県,小松市,36.39827,136.49114,(0761)47-0684 ,,,,,,,,月火水木金土日祝,7:00,20:00,,,,,,,,,,,,,,,,,,,,
こまつ病児保育ルーム,石川県小松市向本折町ホ60番地,石川県,小松市,36.35615589,136.4253857,0761-23-2626,,,,,,,,月火水木金,7:30,18:30,,,,,,,,,,,,,,,,,,,,https://www.city.komatsu.lg.jp/soshiki/kosodateknakyou/2/1782.html
市立中央児童センター　,石川県小松市大川町3-102-5,石川県,小松市,36.413453,136.451347,(0761)22-3363,,,,,,,,月火水木金土,10:00,18:00,,,,,,,,,,,,,,,,,,,,https://www.city.komatsu.lg.jp/soshiki/kosodateknakyou/jidou/1775.html
市立東部児童センター,石川県小松市西軽海町4-99,石川県,小松市,36.395637,136.500213,(0761)47-2667,,,,,,,,月火水木金土,10:00,18:00,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.x0.com/welfare/toubu/
市立西部児童センター,石川県小松市下牧町ニ34,石川県,小松市,36.411218,136.421543,(0761)22-3100,,,,,,,,月火水木金土,10:00,18:00,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/welfare/seibu/
市立北部児童センター,石川県小松市大島町丙42-3,石川県,小松市,36.423363,136.446523,(0761)24-6102,,,,,,,,火水木金土日,9:00,17:00,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/welfare/hokubu/
市立のしろ児童館　　,石川県小松市北浅井町壱号90-1,石川県,小松市,36.3888763,136.463376,(0761)22-6430,,,,,,,,月火水木金土,10:00,18:00,,,,,,,,,,,,,,,,,,,,https://www.city.komatsu.lg.jp/soshiki/kosodateknakyou/jidou/1774.html
すこやかセンター,石川県小松市向本折町へ14番地4,石川県,小松市,36.40006272,136.4378702,0761-21-8118,,,,,,,,,8:30,22:00,,,,,,,,,,,,,,,,,,,,https://www.city.komatsu.lg.jp/soshiki/sukoyaka/index.html
小松市民病院,石川県小松市向本折町ホ60番地,石川県,小松市,36.39883749,136.4395382,0761-22-7111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://hosp.komatsu.ishikawa.jp/
小松サン・アビリティーズ,石川県小松市符津町念仏ケ2番地7,石川県,小松市,36.35451186,136.418281,0761-44-4411,,,,,,,,,9:00,21:00,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/welfare/sun_abilities/
「安宅の関」こまつ勧進帳の里,石川県小松市安宅町タ１４０-４,石川県,小松市,36.4043973,136.4107234,0761-21-6734,,,,,,,,月火木金土日,9:00（カフェは11:00～）,17:00（カフェは21:00まで）,,,乗用車　100台、大型バス可,可,有,無,有（多目的トイレ）,スロープ有,無,無,可,無,有,有,有,無,可,無,無,https://www.city.komatsu.lg.jp/soshiki/kankoukouryuu/kankou_shoku/5/2482.html
市民交流プラザマッツ,石川県小松市土居原町13番地18,石川県,小松市,36.40299866,136.4526616,0761-24-3000,,,,,,,,,10:00,24:00:00,,,,,,,,,,,,,,,,,,,,http://www.the-mats.com/
石川県立航空プラザ,石川県小松市安宅新町丙92,石川県,小松市,36.4190463,136.4169685,0761-23-4811,,,,,,,,月火水木金土日,9:00,17:00,,,可,有２台,無,有,エレベーター有,エントランス有,無,有,無,有,有２台妊婦用,無,有,有,遠足等のみ可,有,有,https://komatsu-ccf.x0.com/culture/aviation_plaza/
石川県小松市團十郎芸術劇場うらら,石川県小松市土居原町710番地,石川県,小松市,36.403191,136.452146,0761-20-5500,,,,,,,,,9:00,22:00（ただし催物がない場合は18:00）,,,,,,,,,,,,,,,,,,,,https://komatsu-urara.com/
博物館,石川県小松市丸の内公園町19番地,石川県,小松市,36.403191,136.452146,0761-22-0714,,,,,,,,,9:00,17:00,,,,,,,,,,,,,,,,,,,,https://www.city.komatsu.lg.jp/soshiki/hakubutsukan/1426.html
錦窯展示館,石川県小松市大文字町95番地1,石川県,小松市,36.40345777,136.4480438,0761-23-2668,,,,,,,,,9:00,17:00,,,,,,,,,,,,,,,,,,,,https://www.city.komatsu.lg.jp/soshiki/hakubutsukan/kanrenshisetsu/12923.html
石川県立尾小屋鉱山資料館,石川県小松市尾小屋町カ1番地1,石川県,小松市,36.29682698,136.537437,0761-67-1122,,,,,,,,,9:00,17:00,,,,,,,,,,,,,,,,,,,,https://www.city.komatsu.lg.jp/soshiki/ogoya/index.html
本陣記念美術館,石川県小松市丸の内公園町19番地,石川県,小松市,36.4092273,136.4490902,0761-22-3384,,,,,,,,,9:00,17:00,,,,,,,,,,,,,,,,,,,,https://komatsu-museum.jp/honjin/
宮本三郎美術館,石川県小松市小馬出町5番地,石川県,小松市,36.408019,136.448145,0761-20-3600,,,,,,,,,9:00,17:00,,,,,,,,,,,,,,,,,,,,https://www.city.komatsu.lg.jp/soshiki/miyamotosaburoubijutsukan/index.html
宮本三郎ふるさと館,石川県小松市松崎町16番地1,石川県,小松市,36.37603382,136.4107295,0761-43-3032,,,,,,,,,9:00,17:00,,,,,,,,,,,,,,,,,,,,https://www.city.komatsu.lg.jp/soshiki/miyamotosaburoubijutsukan/index.html
茶室「仙叟屋敷ならびに玄庵」,石川県小松市丸の内公園町19番地,石川県,小松市,36.41161225,136.4458574,0761-24-1656,,,,,,,,,9:00,16:00,,,,,,,,,,,,,,,,,,,,https://www.city.komatsu.lg.jp/soshiki/kankoukouryuu/kankou_shoku/5/1912.html
登窯展示館,石川県小松市八幡己20番地2,石川県,小松市,36.40040554,136.4890935,0761-47-2898,,,,,,,,,11:00,15:00,,,,,,,,,,,,,,,,,,,,https://www.city.komatsu.lg.jp/soshiki/kankoukouryuu/kankou_shoku/5/1911.html
ジャパン九谷のふるさと松雲堂,石川県小松市龍助町27番地,石川県,小松市,36.40303025,136.4485622,0761-23-3413,,,,,,,,,9:00,21:00,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/culture/shoundo/
こまつ曳山交流館みよっさ,石川県小松市八日市町72番地3,石川県,小松市,36.40233096,136.4497573,0761-23-3413,,,,,,,,,9:00,21:00,,,,,,,,,,,,,,,,,,,,https://www.city.komatsu.lg.jp/soshiki/miyossa/index.html
埋蔵文化財センター,石川県小松市原町ト77番地8,石川県,小松市,36.3844259,136.535559,0761-47-5713,,,,,,,,,9:00,17:00,,,,,,,,,,,,,,,,,,,,https://www.city.komatsu.lg.jp/soshiki/maizoubunkazai/index.html
加賀国府ものがたり館,石川県小松市国府台3丁目64,石川県,小松市,36.3927399,136.4846601,0761-47-4533,,,,,,,,月火木金土日,9:30,16:30,,,可,有,無,有,スロープ有,無,無,有,無,有,無,無,無,無,無,無,有,https://www.city.komatsu.lg.jp/soshiki/maizoubunkazai/2300.html
こまつドーム,石川県小松市林町ほ5番,石川県,小松市,36.339732,136.434285,0761-43-1677,,,,,,,,,9:00,22:00,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/komatsu_dome/
末広野球場,石川県小松市末広町2番地,石川県,小松市,36.40081044,136.4418803,0761-24-6518,,,,,,,,,5:00,21:30,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/benkei_stadium/
末広陸上競技場,石川県小松市末広町2番地,石川県,小松市,36.40118568,136.4403095,0761-24-3074,,,,,,,,,9:00,21:30,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/kanjincho_stadium/
末広屋内相撲場,石川県小松市末広町2番地,石川県,小松市,36.39917924,136.4426505,0761-24-3074,,,,,,,,,9:00,21:30,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/sumo_ground/
末広屋外相撲場,石川県小松市末広町72番地,石川県,小松市,36.39948489,136.4424153,0761-24-3074,,,,,,,,,5:00,日没まで,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/sumo_ground/
末広屋外水泳プール,石川県小松市末広町2番地,石川県,小松市,36.40123348,136.4389009,0761-21-9809,,,,,,,,,10:00,19:00,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/suehiro_outdoor_pool/
末広幼児プール,石川県小松市末広町72番地,石川県,小松市,36.40075448,136.4434973,0761-24-3074,,,,,,,,,9:00,17:00,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/chappool/
末広体育館,石川県小松市末広町72番地,石川県,小松市,36.402516,136.441241,0761-24-3074,,,,,,,,,9:00,21:30,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/yoshitsune_arena/
末広テニスコート,石川県小松市末広町2番地,石川県,小松市,36.40007404,136.4436894,0761-24-3074,,,,,,,,,5:00,21:30,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/fourteen_coat/
屋内水泳プール,石川県小松市末広町2番地,石川県,小松市,36.40055312,136.43869,0761-21-9809,,,,,,,,,10:00,20:00,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/suehiro_indoor_pool/
小松総合体育館,石川県小松市下牧町69,石川県,小松市,36.40379973,136.4369968,0761-21-8005,,,,,,,,,9:00,21:30（日曜日・祝日は17:00）,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/general_gymnasium/
武道館,石川県小松市桜木町104番地3,石川県,小松市,36.404641,136.439209,0761-22-1899,,,,,,,,,9:00,21:30（日曜日・祝日は17:00）,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/budokan/
大倉岳高原スキー場,石川県小松市尾小屋町レ41番地,石川県,小松市,36.284214,136.538263,0761-67-1426,,,,,,,,,8:30,17:30 (冬21：30),,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/ookuradake_kogen_ski_resort/
桜木体育館（弓道場併設）,石川県小松市桜木町104番地3,石川県,小松市,36.404641,136.439209,0761-22-1899,,,,,,,,,9:00,21:30,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/budokan/
念仏林グラウンド,石川県小松市符津町念仏ケ2番地1,石川県,小松市,36.35349109,136.4175696,0761-24-3074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/nembutsurin_ground/
梯川ボートハウス,石川県小松市小島町ヲ３２番地１,石川県,小松市,36.41372949,136.4283219,0761-46-6595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/boathouse/
串テニスコート,石川県小松市串町ヌ137番地,石川県,小松市,36.37169332,136.4175462,0761-23-5961,,,,,,,,,9:00,21:30,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/kushi_tenniscourt/
西部地区体育館,石川県小松市安宅町安宅林4番地112,石川県,小松市,36.41635904,136.4217562,0761-24-8139,,,,,,,,,9:00,21:30,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.x0.com/sports/seibu_tikutai/
北部地区体育館,石川県小松市大川町二丁目12番地,石川県,小松市,36.41435456,136.451569,0761-24-8139,,,,,,,,,9:00,21:30,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.x0.com/sports/hokubu_tikutai/
南部地区児童体育館,石川県小松市矢田野町ホ10番地,石川県,小松市,36.35498156,136.423185,0761-24-8139,,,,,,,,,9:00,21:30,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/nanbu_tikutai/
松陽地区体育館,石川県小松市大領町な66番地,石川県,小松市,36.38693654,136.453375,0761-24-8139,,,,,,,,,9:00,21:30,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.x0.com/sports/syouyou_tikutai/
御幸地区体育館,石川県小松市村松町丙67番地,石川県,小松市,36.37409663,136.4171836,0761-24-8139,,,,,,,,,9:00,21:30,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/miyuki_tikutai/
国府地区体育館,石川県小松市河田町ヌ18番地,石川県,小松市,36.41979856,136.5072538,0761-24-8139,,,,,,,,,9:00,21:30,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/kokuhu_tikutai/
中海地区体育館,石川県小松市軽海町ニ号1番地4,石川県,小松市,36.39657954,136.5087803,0761-24-8139,,,,,,,,,9:00,21:30,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.x0.com/sports/nakaumi_tikutai/
西南体育館,石川県小松市日末町ま87番地6,石川県,小松市,36.3912075,136.3870761,0761-24-8139,,,,,,,,,9:00,21:30,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/seinan_tikutai/
板津地区体育館,石川県小松市長田町ル146番地,石川県,小松市,36.42470519,136.4636329,0761-24-8139,,,,,,,,,9:00,21:30,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/itazu_tikutai/
ふれあい松東,石川県小松市長谷町49番地,石川県,小松市,36.35741694,136.4853987,0761-24-8139,,,,,,,,,9:00,21:30,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/syoutou_tikutai/
東部地区屋外運動施設,石川県小松市八幡丙80番地,石川県,小松市,36.39750694,136.4946791,0761-24-8139,,,,,,,,,9:00,21:30,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/toubu_ground/
中海屋外運動場,石川県小松市中海町山林チ63番地,石川県,小松市,36.39171713,136.5174149,0761-24-8139,,,,,,,,,9:00,21:30,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/nakaumi_ground/
アーチェリー場,石川県小松市日末町ま87番地6（西南体育館隣）,石川県,小松市,36.3912075,136.3870761,0761-24-8139,,,,,,,,,9:00,21:30,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/seinan_tikutai/
スカイパーク翼（管理棟）,石川県小松市日末町や1番地1,石川県,小松市,36.39283127,136.3957011,0761-23-2188,,,,,,,,,8:30,18:30,,,,,,,,,,,,,,,,,,,,https://kgs-skypark.com/
鶴ケ島グラウンドゴルフ場,石川県小松市鶴ケ島町甲47番地1,石川県,小松市,36.40900296,136.4337104,0761-23-5961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://komatsu-ccf.com/sports/tsurugasima_golf_course/
木場潟スポーツ研修センター,石川県小松市木場町ユ3番地7,石川県,小松市,36.36349001,136.4533121,0761-43-0431,,,,,,,,,9:00,21:30,,,,,,,,,,,,,,,,,,,,https://www.city.komatsu.lg.jp/soshiki/sportsikusei/sports_shisetsu/1750.html
もくもく工房,石川県小松市長谷町岡22番地1,石川県,小松市,36.36187785,136.4820139,0761-46-8100,,,,,,,,,9:00,16:00,,,,,,,,,,,,,,,,,,,,https://www.city.komatsu.lg.jp/soshiki/nourinsuisan/kanrenshisetsu/2550.html
こまつ食彩工房,石川県小松市西軽海町二丁目204番地11,石川県,小松市,36.39584512,136.5042874,,,,,,,,,,9:00,17:00,,,,,,,,,,,,,,,,,,,,https://www.city.komatsu.lg.jp/soshiki/nourinsuisan/kanrenshisetsu/2549.html
道の駅こまつ木場潟「食と農のふるさと館」,石川県小松市蓮代寺町ケ2番地2,石川県,小松市,36.37025806,136.4623393,0761-25-1188,,,,,,,,,8:30,19:00,,,,,,,,,,,,,,,,,,,,https://michinoeki-k-kibagata.com/
憩いの森,石川県小松市吉竹町へ302番地,石川県,小松市,36.38827877,136.4833255,0761-24-4558,,,,,,,,,8:30,17:00,,,,,,,,,,,,,,,,,,,,https://www.city.komatsu.lg.jp/soshiki/nourinsuisan/kanrenshisetsu/2548.html
せせらぎの郷,石川県小松市瀬領町丁1番地1,石川県,小松市,36.33256074,136.4853417,0761-46-1919,,,,,,,,,10:00,21:30,,,,,,,,,,,,,,,,,,,,https://www.bing.com/search?q=%E3%81%9B%E3%81%9B%E3%82%89%E3%81%8E%E3%81%AE%E9%83%B7&cvid=e0cfbb8cd9324ba9b84bdb3ead3ea516&aqs=edge..69i57j0l8.645j0j4&FORM=ANAB01&PC=U531
